Title,Topic,Subtopic,Year of the map,Description,link
BG Income per labour 2014 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/BG%20Income%20per%20labour%202014%20SE425.jpg
BG Income per labour 2015 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/BG%20Income%20per%20labour%202015%20SE425%20(1).jpg
Cover EU28 Income per labour 2014 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Cover%20EU28%20Income%20per%20labour%202014%20SE425.jpg
CY Income per labour 2014 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/CY%20Income%20per%20labour%202014%20SE425.jpg
CY Income per labour 2015 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/CY%20Income%20per%20labour%202015%20SE425%20(1).jpg
CZ Income per labour 2014 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/CZ%20Income%20per%20labour%202014%20SE425.jpg
CZ Income per labour 2015 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/CZ%20Income%20per%20labour%202015%20SE425%20(1).jpg
DE Income per labour 2014 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/DE%20Income%20per%20labour%202014%20SE425.jpg
DE Income per labour 2015 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/DE%20Income%20per%20labour%202015%20SE425%20(1).jpg
DK Income per labour 2014 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/DK%20Income%20per%20labour%202014%20SE425.jpg
DK Income per labour 2015 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/DK%20Income%20per%20labour%202015%20SE425%20(1).jpg
EE Income per labour 2014 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EE%20Income%20per%20labour%202014%20SE425.jpg
EE Income per labour 2015 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EE%20Income%20per%20labour%202015%20SE425%20(1).jpg
EL Income per labour 2014 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EL%20Income%20per%20labour%202014%20SE425.jpg
EL Income per labour 2015 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EL%20Income%20per%20labour%202015%20SE425%20(1).jpg
ES Income per labour 2014 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/ES%20Income%20per%20labour%202014%20SE425.jpg
ES Income per labour 2015 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/ES%20Income%20per%20labour%202015%20SE425%20(1).jpg
EU28 Income per labour 2014 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU28%20Income%20per%20labour%202014%20SE425.jpg
EU28 Income per labour 2015 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU28%20Income%20per%20labour%202015%20SE425%20(1).jpg
EU28 income per labour unit,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/EU28%20income%20per%20labour%20unit.jpg
FI Income per labour 2014 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/FI%20Income%20per%20labour%202014%20SE425.jpg
FI Income per labour 2015 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/FI%20Income%20per%20labour%202015%20SE425%20(1).jpg
FR Income per labour 2014 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/FR%20Income%20per%20labour%202014%20SE425.jpg
FR Income per labour 2015 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/FR%20Income%20per%20labour%202015%20SE425%20(1).jpg
HR Income per labour 2014 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/HR%20Income%20per%20labour%202014%20SE425.jpg
HR Income per labour 2015 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/HR%20Income%20per%20labour%202015%20SE425%20(1).jpg
HU Income per labour 2014 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/HU%20Income%20per%20labour%202014%20SE425.jpg
HU Income per labour 2015 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/HU%20Income%20per%20labour%202015%20SE425%20(1).jpg
IE Income per labour 2014 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/IE%20Income%20per%20labour%202014%20SE425.jpg
IE Income per labour 2015 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/IE%20Income%20per%20labour%202015%20SE425%20(1).jpg
Income per labour unit AT,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Income%20per%20labour%20unit%20AT.jpg
Income per labour unit BE,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Income%20per%20labour%20unit%20BE.jpg
Income per labour unit BG,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Income%20per%20labour%20unit%20BG.jpg
Income per labour unit CY,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Income%20per%20labour%20unit%20CY.jpg
Income per labour unit CZ,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Income%20per%20labour%20unit%20CZ.jpg
Income per labour unit DE,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Income%20per%20labour%20unit%20DE.jpg
Income per labour unit DK,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Income%20per%20labour%20unit%20DK.jpg
Income per labour unit EE,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Income%20per%20labour%20unit%20EE.jpg
Income per labour unit EL,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Income%20per%20labour%20unit%20EL.jpg
Income per labour unit ES,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Income%20per%20labour%20unit%20ES.jpg
Income per labour unit FI,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Income%20per%20labour%20unit%20FI.jpg
Income per labour unit FR,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Income%20per%20labour%20unit%20FR.jpg
Income per labour unit HR,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Income%20per%20labour%20unit%20HR.jpg
Income per labour unit HU,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Income%20per%20labour%20unit%20HU.jpg
Income per labour unit IE,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Income%20per%20labour%20unit%20IE.jpg
Income per labour unit IT,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Income%20per%20labour%20unit%20IT.jpg
Income per labour unit LT,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Income%20per%20labour%20unit%20LT.jpg
Income per labour unit LU,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Income%20per%20labour%20unit%20LU.jpg
Income per labour unit LV,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Income%20per%20labour%20unit%20LV.jpg
Income per labour unit MT,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Income%20per%20labour%20unit%20MT.jpg
Income per labour unit NL,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Income%20per%20labour%20unit%20NL.jpg
Income per labour unit PL,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Income%20per%20labour%20unit%20PL.jpg
Income per labour unit PT,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Income%20per%20labour%20unit%20PT.jpg
Income per labour unit RO,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Income%20per%20labour%20unit%20RO.jpg
Income per labour unit SE,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Income%20per%20labour%20unit%20SE.jpg
Income per labour unit SI,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Income%20per%20labour%20unit%20SI.jpg
Income per labour unit SK,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Income%20per%20labour%20unit%20SK.jpg
Income per labour unit UK,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/Income%20per%20labour%20unit%20UK.jpg
IT Income per labour 2014 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/IT%20Income%20per%20labour%202014%20SE425.jpg
IT Income per labour 2015 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/IT%20Income%20per%20labour%202015%20SE425.jpg
LT Income per labour 2014 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/LT%20Income%20per%20labour%202014%20SE425.jpg
LT Income per labour 2015 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/LT%20Income%20per%20labour%202015%20SE425%20(1).jpg
LU Income per labour 2014 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/LU%20Income%20per%20labour%202014%20SE425.jpg
LU Income per labour 2015 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/LU%20Income%20per%20labour%202015%20SE425%20(1).jpg
LV Income per labour 2014 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/LV%20Income%20per%20labour%202014%20SE425.jpg
LV Income per labour 2015 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/LV%20Income%20per%20labour%202015%20SE425%20(1).jpg
MT Income per labour 2014 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/MT%20Income%20per%20labour%202014%20SE425.jpg
MT Income per labour 2015 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/MT%20Income%20per%20labour%202015%20SE425%20(1).jpg
NL Income per labour 2014 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/NL%20Income%20per%20labour%202014%20SE425.jpg
NL Income per labour 2015 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/NL%20Income%20per%20labour%202015%20SE425%20(1).jpg
PL Income per labour 2014 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/PL%20Income%20per%20labour%202014%20SE425.jpg
PL Income per labour 2015 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/PL%20Income%20per%20labour%202015%20SE425%20(1).jpg
PT Income per labour 2014 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/PT%20Income%20per%20labour%202014%20SE425.jpg
PT Income per labour 2015 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/PT%20Income%20per%20labour%202015%20SE425%20(1).jpg
RO Income per labour 2014 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RO%20Income%20per%20labour%202014%20SE425.jpg
RO Income per labour 2015 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RO%20Income%20per%20labour%202015%20SE425%20(1).jpg
SE Income per labour 2014 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/SE%20Income%20per%20labour%202014%20SE425.jpg
SE Income per labour 2015 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/SE%20Income%20per%20labour%202015%20SE425%20(1).jpg
SI Income per labour 2014 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/SI%20Income%20per%20labour%202014%20SE425.jpg
SI Income per labour 2015 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/SI%20Income%20per%20labour%202015%20SE425%20(1).jpg
SK Income per labour 2014 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/SK%20Income%20per%20labour%202014%20SE425.jpg
SK Income per labour 2015 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/SK%20Income%20per%20labour%202015%20SE425%20(1).jpg
UK Income per labour 2014 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/UK%20Income%20per%20labour%202014%20SE425.jpg
UK Income per labour 2015 SE425,Farm Economics,FADN Income per labour,2017,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/UK%20Income%20per%20labour%202015%20SE425%20(1).jpg
AT Income per labour 2015 SE425,Farm Economics,FADN Income per labour,2018,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/AT%20Income%20per%20labour%202015%20SE425.jpg
AT Income per labour 2016 SE425,Farm Economics,FADN Income per labour,2018,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/AT%20Income%20per%20labour%202016%20SE425.jpg
BE Income per labour 2015 SE425,Farm Economics,FADN Income per labour,2018,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/BE%20Income%20per%20labour%202015%20SE425.jpg
BE Income per labour 2016 SE425,Farm Economics,FADN Income per labour,2018,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/BE%20Income%20per%20labour%202016%20SE425.jpg
BG Income per labour 2015 SE425,Farm Economics,FADN Income per labour,2018,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/BG%20Income%20per%20labour%202015%20SE425.jpg
BG Income per labour 2016 SE425,Farm Economics,FADN Income per labour,2018,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/BG%20Income%20per%20labour%202016%20SE425.jpg
CY Income per labour 2015 SE425,Farm Economics,FADN Income per labour,2018,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/CY%20Income%20per%20labour%202015%20SE425.jpg
CY Income per labour 2016 SE425,Farm Economics,FADN Income per labour,2018,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/CY%20Income%20per%20labour%202016%20SE425.jpg
CZ Income per labour 2015 SE425,Farm Economics,FADN Income per labour,2018,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/CZ%20Income%20per%20labour%202015%20SE425.jpg
CZ Income per labour 2016 SE425,Farm Economics,FADN Income per labour,2018,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/CZ%20Income%20per%20labour%202016%20SE425.jpg
